cod_mun,nome,pop_quilombola,pop_total,pct_quilombola
3114402,Carmo do Rio Claro - MG,0.0,20954,0.0
3114550,Carneirinho - MG,0.0,9422,0.0
3114600,Carrancas - MG,0.0,4049,0.0
3147501,Passabém - MG,0.0,1600,0.0
3147600,Passa Quatro - MG,0.0,15515,0.0
3147808,Passa Vinte - MG,0.0,2233,0.0
3147956,Patis - MG,0.0,4837,0.0
3148103,Patrocínio - MG,0.0,89826,0.0
3148202,Patrocínio do Muriaé - MG,0.0,5576,0.0
3115102,Cássia - MG,0.0,17155,0.0
3115300,Cataguases - MG,0.0,66261,0.0
3115359,Catas Altas - MG,0.0,5473,0.0
3150406,Piedade dos Gerais - MG,0.0,5019,0.0
3150539,Pingo-d'Água - MG,0.0,4706,0.0
3150703,Pirajuba - MG,0.0,5537,0.0
3150901,Piranguçu - MG,0.0,6041,0.0
3151008,Piranguinho - MG,0.0,9120,0.0
3151107,Pirapetinga - MG,0.0,11077,0.0
3151206,Pirapora - MG,0.0,55606,0.0
3148707,Pedra Azul - MG,0.0,24410,0.0
3148806,Pedra do Anta - MG,0.0,3311,0.0
3148905,Pedra do Indaiá - MG,0.0,4112,0.0
3149002,Pedra Dourada - MG,0.0,2757,0.0
3149200,Pedrinópolis - MG,0.0,3344,0.0
3149408,Pedro Teixeira - MG,0.0,1810,0.0
3149507,Pequeri - MG,0.0,3351,0.0
3149606,Pequi - MG,0.0,4155,0.0
3113602,Careaçu - MG,0.0,6816,0.0
3112505,Capim Branco - MG,0.0,10663,0.0
3112604,Capinópolis - MG,0.0,14655,0.0
3112653,Capitão Andrade - MG,0.0,4585,0.0
3112703,Capitão Enéas - MG,0.0,14108,0.0
3112802,Capitólio - MG,0.0,10380,0.0
3112901,Caputira - MG,0.0,8936,0.0
3113107,Caranaíba - MG,0.0,2933,0.0
3113206,Carandaí - MG,0.0,23812,0.0
3114907,Casa Grande - MG,0.0,2214,0.0
3115003,Cascalho Rico - MG,0.0,2712,0.0
3149804,Perdizes - MG,0.0,17151,0.0
3149903,Perdões - MG,0.0,21384,0.0
3150109,Piau - MG,0.0,2796,0.0
3150158,Piedade de Caratinga - MG,0.0,8529,0.0
3150208,Piedade de Ponte Nova - MG,0.0,3976,0.0
3150307,Piedade do Rio Grande - MG,0.0,4604,0.0
3153103,Presidente Bernardes - MG,0.0,4850,0.0
3153509,Alto Jequitibá - MG,0.0,8397,0.0
3153608,Prudente de Morais - MG,0.0,11466,0.0
3153707,Quartel Geral - MG,0.0,3179,0.0
3153806,Queluzito - MG,0.0,1770,0.0
3153905,Raposos - MG,0.0,16279,0.0
3154101,Recreio - MG,0.0,11007,0.0
3154150,Reduto - MG,0.0,7848,0.0
3154309,Resplendor - MG,0.0,17226,0.0
3151602,Planura - MG,0.0,11145,0.0
3151800,Poços de Caldas - MG,0.0,163742,0.0
3151909,Pocrane - MG,0.0,8350,0.0
3152131,Ponto Chique - MG,0.0,3747,0.0
3112109,Caparaó - MG,0.0,5048,0.0
3112208,Capela Nova - MG,0.0,4362,0.0
3112406,Capetinga - MG,0.0,6562,0.0
3110806,Campanário - MG,0.0,2923,0.0
3110905,Campanha - MG,0.0,15935,0.0
3111101,Campina Verde - MG,0.0,18011,0.0
3111150,Campo Azul - MG,0.0,3714,0.0
3111200,Campo Belo - MG,0.0,52277,0.0
3111408,Campo Florido - MG,0.0,8466,0.0
3111606,Campos Gerais - MG,0.0,26105,0.0
3111705,Canaã - MG,0.0,4715,0.0
3111804,Canápolis - MG,0.0,10608,0.0
3111903,Cana Verde - MG,0.0,5272,0.0
3113305,Carangola - MG,0.0,31240,0.0
3113404,Caratinga - MG,0.0,87360,0.0
3152600,Pouso Alto - MG,0.0,6566,0.0
3152709,Prados - MG,0.0,9048,0.0
3152907,Pratápolis - MG,0.0,8406,0.0
3153004,Pratinha - MG,0.0,3559,0.0
3156106,Ritápolis - MG,0.0,4994,0.0
3156205,Rochedo de Minas - MG,0.0,2291,0.0
3156304,Rodeiro - MG,0.0,8664,0.0
3156403,Romaria - MG,0.0,3386,0.0
3156452,Rosário da Limeira - MG,0.0,4734,0.0
3156601,Rubim - MG,0.0,10298,0.0
3156700,Sabará - MG,0.0,129380,0.0
3157252,Santa Bárbara do Leste - MG,0.0,8458,0.0
3157278,Santa Bárbara do Monte Verde - MG,0.0,3095,0.0
3157302,Santa Bárbara do Tugúrio - MG,0.0,4208,0.0
3154457,Riachinho - MG,0.0,6863,0.0
3154705,Ribeirão Vermelho - MG,0.0,4080,0.0
3154804,Rio Acima - MG,0.0,10261,0.0
3154903,Rio Casca - MG,0.0,12789,0.0
3155009,Rio Doce - MG,0.0,2484,0.0
3110707,Cambuquira - MG,0.0,12313,0.0
3109253,Bugre - MG,0.0,4041,0.0
3109303,Buritis - MG,0.0,24030,0.0
3109402,Buritizeiro - MG,0.0,23910,0.0
3109451,Cabeceira Grande - MG,0.0,6627,0.0
3109501,Cabo Verde - MG,0.0,11410,0.0
3109709,Cachoeira de Minas - MG,0.0,11883,0.0
3109808,Cachoeira Dourada - MG,0.0,2315,0.0
3109907,Caetanópolis - MG,0.0,11435,0.0
3110103,Caiana - MG,0.0,5304,0.0
3110202,Cajuri - MG,0.0,4088,0.0
3110400,Camacho - MG,0.0,2838,0.0
3112000,Candeias - MG,0.0,14001,0.0
3155405,Rio Novo - MG,0.0,8518,0.0
3155504,Rio Paranaíba - MG,0.0,14532,0.0
3155801,Rio Pomba - MG,0.0,17443,0.0
3155900,Rio Preto - MG,0.0,5141,0.0
3158300,Santana da Vargem - MG,0.0,6691,0.0
3158409,Santana de Cataguases - MG,0.0,3489,0.0
3158508,Santana de Pirapama - MG,0.0,7030,0.0
3158607,Santana do Deserto - MG,0.0,3747,0.0
3158706,Santana do Garambéu - MG,0.0,2137,0.0
3158805,Santana do Jacaré - MG,0.0,4214,0.0
3158904,Santana do Manhuaçu - MG,0.0,8987,0.0
3159001,Santana do Riacho - MG,0.0,5313,0.0
3159100,Santana dos Montes - MG,0.0,3469,0.0
3159209,Santa Rita de Caldas - MG,0.0,8460,0.0
3159357,Santa Rita de Minas - MG,0.0,6773,0.0
3159506,Santa Rita do Itueto - MG,0.0,5826,0.0
3157336,Santa Cruz de Minas - MG,0.0,8109,0.0
3157377,Santa Cruz de Salinas - MG,0.0,3910,0.0
3157401,Santa Cruz do Escalvado - MG,0.0,4673,0.0
3157708,Santa Juliana - MG,0.0,15734,0.0
3160009,Santo Antônio do Aventureiro - MG,0.0,3769,0.0
3160108,Santo Antônio do Grama - MG,0.0,4229,0.0
3160306,Santo Antônio do Jacinto - MG,0.0,10327,0.0
3160454,Santo Antônio do Retiro - MG,0.0,6629,0.0
3160504,Santo Antônio do Rio Abaixo - MG,0.0,1808,0.0
3160603,Santo Hipólito - MG,0.0,2717,0.0
3107901,Bom Repouso - MG,0.0,12649,0.0
3108008,Bom Sucesso - MG,0.0,17151,0.0
3108305,Borda da Mata - MG,0.0,17404,0.0
3108404,Botelhos - MG,0.0,14828,0.0
3108552,Brasilândia de Minas - MG,0.0,15020,0.0
3108701,Brás Pires - MG,0.0,4260,0.0
3110608,Cambuí - MG,0.0,29536,0.0
3157906,Santa Margarida - MG,0.0,16395,0.0
3158102,Santa Maria do Salto - MG,0.0,4755,0.0
3158201,Santa Maria do Suaçuí - MG,0.0,12788,0.0
3170701,Varginha - MG,0.0,136467,0.0
3100104,Abadia dos Dourados - MG,0.0,6272,0.0
3126208,Formoso - MG,0.0,7949,0.0
3126307,Fortaleza de Minas - MG,0.0,3477,0.0
3126604,Francisco Dumont - MG,0.0,4503,0.0
3126802,Frei Gaspar - MG,0.0,5640,0.0
3126901,Frei Inocêncio - MG,0.0,8226,0.0
3126950,Frei Lagonegro - MG,0.0,3391,0.0
3127008,Fronteira - MG,0.0,14540,0.0
3127073,Fruta de Leite - MG,0.0,4647,0.0
3127206,Funilândia - MG,0.0,4686,0.0
3127305,Galiléia - MG,0.0,6222,0.0
3124708,Estrela do Indaiá - MG,0.0,2772,0.0
3124807,Estrela do Sul - MG,0.0,6840,0.0
3124906,Eugenópolis - MG,0.0,10801,0.0
3159803,Santa Vitória - MG,0.0,20973,0.0
3109204,Buenópolis - MG,0.0,9150,0.0
3160801,São Bento Abade - MG,0.0,4713,0.0
3160959,São Domingos das Dores - MG,0.0,5626,0.0
3161056,São Félix de Minas - MG,0.0,3200,0.0
3161304,São Francisco de Sales - MG,0.0,5732,0.0
3161502,São Geraldo - MG,0.0,10282,0.0
3161650,São Geraldo do Baixio - MG,0.0,3143,0.0
3161700,São Gonçalo do Abaeté - MG,0.0,7375,0.0
3162005,São Gonçalo do Sapucaí - MG,0.0,23959,0.0
3106903,Bicas - MG,0.0,13978,0.0
3107000,Biquinhas - MG,0.0,2383,0.0
3107505,Bom Jardim de Minas - MG,0.0,6783,0.0
3107604,Bom Jesus da Penha - MG,0.0,4474,0.0
3107802,Bom Jesus do Galho - MG,0.0,14536,0.0
3162203,São João Batista do Glória - MG,0.0,7652,0.0
3170651,Vargem Grande do Rio Pardo - MG,0.0,4633,0.0
3162302,São João da Mata - MG,0.0,2914,0.0
3162450,São João das Missões - MG,0.0,13024,0.0
3162575,São João do Manteninha - MG,0.0,5331,0.0
3162609,São João do Oriente - MG,0.0,7070,0.0
3162658,São João do Pacuí - MG,0.0,3972,0.0
3162708,São João do Paraíso - MG,0.0,23910,0.0
3162922,São Joaquim de Bicas - MG,0.0,34348,0.0
3162948,São José da Barra - MG,0.0,7793,0.0
3162955,São José da Lapa - MG,0.0,26090,0.0
3163003,São José da Safira - MG,0.0,3806,0.0
3163102,São José da Varginha - MG,0.0,4536,0.0
3163201,São José do Alegre - MG,0.0,4133,0.0
3163300,São José do Divino - MG,0.0,3464,0.0
3163409,São José do Goiabal - MG,0.0,5396,0.0
3163607,São José do Mantimento - MG,0.0,2753,0.0
3163706,São Lourenço - MG,0.0,44798,0.0
3163805,São Miguel do Anta - MG,0.0,6334,0.0
3163904,São Pedro da União - MG,0.0,4885,0.0
3164001,São Pedro dos Ferros - MG,0.0,7166,0.0
3164308,São Roque de Minas - MG,0.0,7129,0.0
3164407,São Sebastião da Bela Vista - MG,0.0,6387,0.0
3104809,Augusto de Lima - MG,0.0,4538,0.0
3105004,Baldim - MG,0.0,7492,0.0
3105103,Bambuí - MG,0.0,23546,0.0
3105202,Bandeira - MG,0.0,4741,0.0
3105301,Bandeira do Sul - MG,0.0,5943,0.0
3105509,Barão do Monte Alto - MG,0.0,4964,0.0
3105707,Barra Longa - MG,0.0,5666,0.0
3105905,Barroso - MG,0.0,20080,0.0
3106002,Bela Vista de Minas - MG,0.0,10167,0.0
3106101,Belmiro Braga - MG,0.0,3244,0.0
3164431,São Sebastião da Vargem Alegre - MG,0.0,3113,0.0
3164472,São Sebastião do Anta - MG,0.0,6194,0.0
3164506,São Sebastião do Maranhão - MG,0.0,10079,0.0
3164605,São Sebastião do Oeste - MG,0.0,8815,0.0
3164803,São Sebastião do Rio Preto - MG,0.0,1259,0.0
3164902,São Sebastião do Rio Verde - MG,0.0,2300,0.0
3165107,São Tomás de Aquino - MG,0.0,6740,0.0
3165206,São Tomé das Letras - MG,0.0,6904,0.0
3165305,São Vicente de Minas - MG,0.0,6804,0.0
3165404,Sapucaí-Mirim - MG,0.0,6311,0.0
3165503,Sardoá - MG,0.0,5104,0.0
3165537,Sarzedo - MG,0.0,36844,0.0
3165560,Sem-Peixe - MG,0.0,2433,0.0
3165578,Senador Amaral - MG,0.0,6206,0.0
3165602,Senador Cortes - MG,0.0,2240,0.0
3165701,Senador Firmino - MG,0.0,7716,0.0
3165800,Senador José Bento - MG,0.0,2068,0.0
3166006,Senhora de Oliveira - MG,0.0,5483,0.0
3166204,Senhora dos Remédios - MG,0.0,10384,0.0
3166303,Sericita - MG,0.0,7345,0.0
3166402,Seritinga - MG,0.0,1819,0.0
3166600,Serra da Saudade - MG,0.0,833,0.0
3166709,Serra dos Aimorés - MG,0.0,6944,0.0
3166907,Serrania - MG,0.0,7621,0.0
3167004,Serranos - MG,0.0,1990,0.0
3167301,Silveirânia - MG,0.0,2323,0.0
3167400,Silvianópolis - MG,0.0,6179,0.0
3167509,Simão Pereira - MG,0.0,2947,0.0
3167707,Sobrália - MG,0.0,5137,0.0
3167806,Soledade de Minas - MG,0.0,5613,0.0
3168002,Taiobeiras - MG,0.0,33050,0.0
3168051,Taparuba - MG,0.0,3387,0.0
3168101,Tapira - MG,0.0,4118,0.0
3102308,Alvinópolis - MG,0.0,15059,0.0
3103108,Antônio Prado de Minas - MG,0.0,1538,0.0
3103207,Araçaí - MG,0.0,2181,0.0
3100708,Água Comprida - MG,0.0,2108,0.0
3100807,Aguanil - MG,0.0,4357,0.0
3100906,Águas Formosas - MG,0.0,18448,0.0
3101003,Águas Vermelhas - MG,0.0,14037,0.0
3101102,Aimorés - MG,0.0,25269,0.0
3101201,Aiuruoca - MG,0.0,6233,0.0
3101300,Alagoa - MG,0.0,2749,0.0
3101409,Albertina - MG,0.0,2952,0.0
3101508,Além Paraíba - MG,0.0,30717,0.0
3101607,Alfenas - MG,0.0,78970,0.0
3101805,Alpercata - MG,0.0,6903,0.0
3170800,Várzea da Palma - MG,0.0,33744,0.0
3172202,Wenceslau Braz - MG,0.0,2356,0.0
3170479,Uruana de Minas - MG,0.0,3282,0.0
3170578,Vargem Alegre - MG,0.0,5780,0.0
3170602,Vargem Bonita - MG,0.0,2158,0.0
3168705,Timóteo - MG,0.0,81579,0.0
3168804,Tiradentes - MG,0.0,7744,0.0
3169000,Tocantins - MG,0.0,16185,0.0
3169059,Tocos do Moji - MG,0.0,3826,0.0
3169109,Toledo - MG,0.0,7214,0.0
3169208,Tombos - MG,0.0,8609,0.0
3169505,Tumiritinga - MG,0.0,5886,0.0
3169604,Tupaciguara - MG,0.0,25470,0.0
3169703,Turmalina - MG,0.0,20000,0.0
3169802,Turvolândia - MG,0.0,4935,0.0
3172103,Volta Grande - MG,0.0,4443,0.0
3102050,Alto Caparaó - MG,0.0,5795,0.0
3102209,Alvarenga - MG,0.0,3975,0.0
